dataset_id,cell_count,unique_cell_types,tissues,diseases,tissue_general_query,collection_name,collection_doi,dataset_title,dataset_h5ad_path,dataset_total_cell_count,n_tissues,n_diseases
d6dfdef1-406d-4efb-808c-3c5eddbfe0cb,7443,9,intestine,colon sessile serrated adenoma/polyp;normal;tubular adenoma,blood;brain;intestine;kidney;liver;lung,HTAN VUMC - Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps,10.1016/j.cell.2021.11.031,Validation (Val) set of human colorectal tumor: Epithelial,d6dfdef1-406d-4efb-808c-3c5eddbfe0cb.h5ad,57723,1,3
e40c6272-af77-4a10-9385-62a398884f27,6444,9,intestine,colon sessile serrated adenoma/polyp;colorectal neoplasm;hyperplastic polyp;normal;tubulovillous adenoma,blood;brain;intestine;kidney;liver;lung,HTAN VUMC - Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps,10.1016/j.cell.2021.11.031,Discovery (DIS) set of human colorectal tumor: Epithelial,e40c6272-af77-4a10-9385-62a398884f27.h5ad,65088,1,5
51d9716c-50bb-4fd8-8d1e-7d9329969cb7,11177,8,intestine,normal,blood;brain;intestine;kidney;liver;lung,"iPSC-derived small intestine-on-chip with self-organizing epithelial, mesenchymal and neural cells",10.1016/j.celrep.2024.114247,intestine_on_chip_IFN,51d9716c-50bb-4fd8-8d1e-7d9329969cb7.h5ad,11177,1,1
f7ca7eb9-0919-4eba-99a1-21ba382b4174,11103,8,intestine,normal,blood;brain;intestine;kidney;liver;lung,"iPSC-derived small intestine-on-chip with self-organizing epithelial, mesenchymal and neural cells",10.1016/j.celrep.2024.114247,intestine_on_chip_media,f7ca7eb9-0919-4eba-99a1-21ba382b4174.h5ad,11103,1,1
f7c1c579-2dc0-47e2-ba19-8165c5a0e353,207036,12,intestine;kidney,normal,blood;brain;intestine;kidney;liver;lung,A human cell atlas of fetal gene expression,10.1126/science.aba7721,Survey of human embryonic development,f7c1c579-2dc0-47e2-ba19-8165c5a0e353.h5ad,4062980,2,1
b252b015-b488-4d5c-b16e-968c13e48a2c,85134,9,intestine;liver,malignant ovarian serous tumor,blood;brain;intestine;kidney;liver;lung,MSK SPECTRUM – Ovarian cancer mutational processes drive site-specific immune evasion,10.1038/s41586-022-05496-1,MSK SPECTRUM – All cells,b252b015-b488-4d5c-b16e-968c13e48a2c.h5ad,927205,2,1
60a29d0b-1a37-4447-ac32-00d701580b47,7813,35,kidney,normal,blood;brain;intestine;kidney;liver;lung,Multimodal benchmarking dataset for renal cortex characterization (mBDRC),10.1101/2025.03.06.637075,multimodal benchmarking dataset for renal cortex characterization,60a29d0b-1a37-4447-ac32-00d701580b47.h5ad,97125,1,1
9ea768a2-87ab-46b6-a73d-c4e915f25af3,40268,29,kidney,normal,blood;brain;intestine;kidney;liver;lung,Spatiotemporal immune zonation of the human kidney,10.1126/science.aat5031,Mature kidney dataset: full,9ea768a2-87ab-46b6-a73d-c4e915f25af3.h5ad,40268,1,1
0b4a15a7-4e9e-4555-9733-2423e5c66469,48783,28,kidney,normal,blood;brain;intestine;kidney;liver;lung,HCA kidney seed network: University of Michigan,,Single cell RNA-seq data from normal adult kidney tissue,0b4a15a7-4e9e-4555-9733-2423e5c66469.h5ad,48783,1,1
dea717d4-7bc0-4e46-950f-fd7e1cc8df7d,225177,25,kidney,acute kidney failure;chronic kidney disease;normal,blood;brain;intestine;kidney;liver;lung,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,Single-cell RNA-seq of the Adult Human Kidney (Version 1.5),dea717d4-7bc0-4e46-950f-fd7e1cc8df7d.h5ad,225177,1,3
d7dcfd8f-2ee7-4385-b9ac-e074c23ed190,27197,24,kidney,normal,blood;brain;intestine;kidney;liver;lung,Spatiotemporal immune zonation of the human kidney,10.1126/science.aat5031,Fetal kidney dataset: full,d7dcfd8f-2ee7-4385-b9ac-e074c23ed190.h5ad,27197,1,1
f801b7a9-80a6-4d09-9161-71474deb58ae,6044,21,kidney,normal,blood;brain;intestine;kidney;liver;lung,"Single-cell analyses of renal cell cancers reveal insights into tumor microenvironment, cell of origin, and therapy response",10.1073/pnas.2103240118,"normal - Single-cell analyses of renal cell cancers reveal insights into tumor microenvironment, cell of origin, and therapy response",f801b7a9-80a6-4d09-9161-71474deb58ae.h5ad,6044,1,1
0bae7ebf-eb54-46a6-be9a-3461cecefa4c,27675,18,kidney,normal,blood;brain;intestine;kidney;liver;lung,Healthy living donor kidney,10.1038/s41467-022-35297-z,Living donor kidney,0bae7ebf-eb54-46a6-be9a-3461cecefa4c.h5ad,27675,1,1
8dc29642-be06-46dc-a289-8075915745d4,17962,10,kidney,normal,blood;brain;intestine;kidney;liver;lung,Single-cell transcriptomics reveals gene expression dynamics of human fetal kidney development,10.1371/journal.pbio.3000152,Cells of the human fetal kidney,8dc29642-be06-46dc-a289-8075915745d4.h5ad,17962,1,1
be39785b-67cb-4177-be19-a40ee3747e45,20509,9,kidney,clear cell renal carcinoma,blood;brain;intestine;kidney;liver;lung,"Single-cell analyses of renal cell cancers reveal insights into tumor microenvironment, cell of origin, and therapy response",10.1073/pnas.2103240118,"ccRCC - Single-cell analyses of renal cell cancers reveal insights into tumor microenvironment, cell of origin, and therapy response",be39785b-67cb-4177-be19-a40ee3747e45.h5ad,20509,1,1
fd072bc3-2dfb-46f8-b4e3-467cb3223182,230001,63,kidney;liver,normal,blood;brain;intestine;kidney;liver;lung,Mapping the developing human immune system across organs,10.1126/science.abo0510,Full dataset of single-cell RNA-seq profiles from 9 developmental tissues across gestation (4-17 pcw),fd072bc3-2dfb-46f8-b4e3-467cb3223182.h5ad,908046,2,1
02792605-4760-4023-82ad-40fc4458a5db,65396,27,liver,primary biliary cholangitis;primary sclerosing cholangitis,blood;brain;intestine;kidney;liver;lung,Single-cell and spatial transcriptomics characterisation of the immunological landscape in the healthy and PSC human liver,10.1016/j.jhep.2023.12.023,All cells types from scRNA-seq of human primary sclerosing cholangitis patients and healthy controls,02792605-4760-4023-82ad-40fc4458a5db.h5ad,89637,1,2
84cfa5aa-a0d1-415e-ac47-eb66c9cf8170,72710,19,liver,intestinal failure–associated liver disease;normal,blood;brain;intestine;kidney;liver;lung,Single-Cell Atlas Of Human Pediatric Liver Reveals Age-Related Hepatic Gene Signatures,10.1097/HC9.0000000000000813,Healthy and IFALD pediatric and adult human liver tissue,84cfa5aa-a0d1-415e-ac47-eb66c9cf8170.h5ad,81001,1,2
1d89d081-f43d-401a-be76-bd6ef9259f4e,10352,18,liver,normal,blood;brain;intestine;kidney;liver;lung,Automatic cell-type harmonization and integration across Human Cell Atlas datasets,10.1016/j.cell.2023.11.026,Liver,1d89d081-f43d-401a-be76-bd6ef9259f4e.h5ad,259678,1,1
e84f2780-51e8-4cfa-8aa0-13bbfef677c7,152535,14,liver,normal,blood;brain;intestine;kidney;liver;lung,Spatial proteogenomics reveals distinct and evolutionarily conserved hepatic macrophage niches,10.1016/j.cell.2021.12.018,All cells from human liver dataset,e84f2780-51e8-4cfa-8aa0-13bbfef677c7.h5ad,167598,1,1
e3ed2ba4-edf5-40ac-8750-8a417ad1eefe,75104,14,liver,colorectal carcinoma || metastatic malignant neoplasm;normal,blood;brain;intestine;kidney;liver;lung,Ex vivo modelling of human colorectal cancer liver metastasis by normothermic machine perfusion,10.1186/s12943-025-02430-7,CRLM-NMP-ATLAS,e3ed2ba4-edf5-40ac-8750-8a417ad1eefe.h5ad,75104,1,2
ddb22b3d-a75c-4dd1-9730-dff7fc8ca530,29432,12,liver,normal,blood;brain;intestine;kidney;liver;lung,"Single-Cell, Single-Nucleus, and Spatial RNA Sequencing of the Human Liver Identifies Cholangiocyte and Mesenchymal Heterogeneity",10.1002/hep4.1854,Healthy human liver: integrated,ddb22b3d-a75c-4dd1-9730-dff7fc8ca530.h5ad,73295,1,1
43560d7c-acd6-4ede-830d-c9ffc6cd0862,15216,9,liver,normal,blood;brain;intestine;kidney;liver;lung,Single-cell and spatial transcriptomics characterisation of the immunological landscape in the healthy and PSC human liver,10.1016/j.jhep.2023.12.023,Natural killer T cells from human healthy donor liver samples,43560d7c-acd6-4ede-830d-c9ffc6cd0862.h5ad,16665,1,1
b550fd94-97e0-42e2-90f7-7434781ea2f8,9515,7,liver,normal,blood;brain;intestine;kidney;liver;lung,Single-cell and spatial transcriptomics characterisation of the immunological landscape in the healthy and PSC human liver,10.1016/j.jhep.2023.12.023,Macrophage cells from human healthy donor liver samples,b550fd94-97e0-42e2-90f7-7434781ea2f8.h5ad,11127,1,1
76af615b-12fe-4ebb-b8c6-239ad29e26e3,11982,6,liver,normal,blood;brain;intestine;kidney;liver;lung,Single-cell and spatial transcriptomics characterisation of the immunological landscape in the healthy and PSC human liver,10.1016/j.jhep.2023.12.023,Hepatocyte-2 cells from human healthy donor liver samples,76af615b-12fe-4ebb-b8c6-239ad29e26e3.h5ad,13635,1,1
4ce8d8ec-b94c-4b79-afcb-b094336d8a78,8219,6,liver,normal,blood;brain;intestine;kidney;liver;lung,Single-cell and spatial transcriptomics characterisation of the immunological landscape in the healthy and PSC human liver,10.1016/j.jhep.2023.12.023,Endothelial cells from human healthy donor liver samples,4ce8d8ec-b94c-4b79-afcb-b094336d8a78.h5ad,9422,1,1
9968be68-ab65-4a38-9e1a-c9b6abece194,51984,20,liver;lung,normal,blood;brain;intestine;kidney;liver;lung,Charting human development using a multi-endodermal organ atlas and organoid models,10.1016/j.cell.2021.04.028,Developing Human Atlas,9968be68-ab65-4a38-9e1a-c9b6abece194.h5ad,155232,2,1
6c87755e-a671-41a8-9c7e-4e43b850a57b,113438,13,liver;lung,breast cancer,blood;brain;intestine;kidney;liver;lung,HTAN/HTAPP Broad - Spatio-molecular dissection of the breast cancer metastatic microenvironment,10.1038/s41591-024-03215-z,Fresh samples (single cell),6c87755e-a671-41a8-9c7e-4e43b850a57b.h5ad,157531,2,1
3dc61ca1-ce40-46b6-8337-f27260fd9a03,71752,77,lung,normal,blood;brain;intestine;kidney;liver;lung,A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,10.1016/j.cell.2022.11.005,All cells,3dc61ca1-ce40-46b6-8337-f27260fd9a03.h5ad,71752,1,1
093d3bfe-6f0f-4ac0-a7a1-829f94d0a49f,69711,56,lung,normal,blood;brain;intestine;kidney;liver;lung,A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,10.1038/s41588-022-01243-4,All cells and nuclei,093d3bfe-6f0f-4ac0-a7a1-829f94d0a49f.h5ad,193108,1,1
eb499fd8-7000-419f-8854-926b9b61b11f,122445,46,lung,normal,blood;brain;intestine;kidney;liver;lung,Human CellCards Multi-Study CellRef 1.0 Atlas,10.1038/s41467-023-40173-5,Human CellCards Multi-Study CellRef 1.0 Atlas,eb499fd8-7000-419f-8854-926b9b61b11f.h5ad,347970,1,1
b61a921b-7fa3-4b42-b455-aaaf32447920,21144,43,lung,normal,blood;brain;intestine;kidney;liver;lung,A Unique Cellular Organization of Human Distal Airways and Its Disarray in Chronic Obstructive Pulmonary Disease,10.1164/rccm.202207-1384OC,A Unique Cellular Organization of Human Distal Airways and Its Disarray in Chronic Obstructive Pulmonary Disease,b61a921b-7fa3-4b42-b455-aaaf32447920.h5ad,115788,1,1
7b55fe5c-d5c8-48e0-a1a3-54c5b9074f3f,125530,32,lung,COVID-19,blood;brain;intestine;kidney;liver;lung,A molecular cell atlas of COVID-19 initiation in human lung,10.1084/jem.20232192,All annotated cells from infection 3,7b55fe5c-d5c8-48e0-a1a3-54c5b9074f3f.h5ad,125530,1,1
7f7faf6b-f11d-4f07-bc1c-188a4472748d,134076,29,lung,COVID-19,blood;brain;intestine;kidney;liver;lung,A molecular cell atlas of COVID-19 initiation in human lung,10.1084/jem.20232192,All annotated cells from infection 2,7f7faf6b-f11d-4f07-bc1c-188a4472748d.h5ad,134076,1,1
2ac76f1b-43ef-4271-8686-2f165570989f,48226,29,lung,COVID-19,blood;brain;intestine;kidney;liver;lung,A molecular cell atlas of COVID-19 initiation in human lung,10.1084/jem.20232192,All annotated cells from infection 1,2ac76f1b-43ef-4271-8686-2f165570989f.h5ad,48226,1,1
7c497c66-c2e2-4291-8b96-339e5e65f314,76298,28,lung,COVID-19,blood;brain;intestine;kidney;liver;lung,A molecular cell atlas of COVID-19 initiation in human lung,10.1084/jem.20232192,All annotated cells from infection 4,7c497c66-c2e2-4291-8b96-339e5e65f314.h5ad,76298,1,1
8fbed309-d3d4-441b-b3ff-e2dcbcec2d35,57918,21,lung,chronic obstructive pulmonary disease;normal,blood;brain;intestine;kidney;liver;lung,Anomalous Epithelial Variations and Ectopic Inflammatory Response in Chronic Obstructive Pulmonary Disease,10.1165/rcmb.2021-0555OC,Anomalous Epithelial Variations and Ectopic Inflammatory Response in Chronic Obstructive Pulmonary Disease,8fbed309-d3d4-441b-b3ff-e2dcbcec2d35.h5ad,57918,1,2
2672b679-8048-4f5e-9786-f1b196ccfd08,57019,20,lung,normal,blood;brain;intestine;kidney;liver;lung,"scRNA-seq assessment of the human lung, spleen, and esophagus tissue stability after cold preservation",10.1186/s13059-019-1906-x,Lung Parenchyma,2672b679-8048-4f5e-9786-f1b196ccfd08.h5ad,57019,1,1
1e4214ce-7347-4ec7-97b3-fcf7c1938e8b,35954,19,lung,lung adenocarcinoma;squamous cell lung carcinoma,blood;brain;intestine;kidney;liver;lung,"Transcriptome Analysis of Archived Tumor Tissues by Visium, GeoMx DSP, and Chromium Methods Reveals Inter- and Intra-Patient Heterogeneity",10.1101/2024.11.01.621259,Lung cancer 4 patients archival FFPE samples profiling with Chromium FLEX,1e4214ce-7347-4ec7-97b3-fcf7c1938e8b.h5ad,35954,1,2
429d21fd-bb9a-4abf-922b-c15138524bdd,108613,13,lung,normal,blood;brain;intestine;kidney;liver;lung,Ischemia Reperfusion Responses in Human Lung Transplants at the Single Cell Resolution,10.1016/j.ajt.2024.08.019,scRNA-seq of lung biopsies from six human lung transplant cases,429d21fd-bb9a-4abf-922b-c15138524bdd.h5ad,108613,1,1
6e00ccf7-0749-46ef-a999-dba785630d52,5499,11,lung,anencephaly,blood;brain;intestine;kidney;liver;lung,Single cell transcriptomic profiling identifies molecular phenotypes of newborn human lung cells,10.3390/genes15030298,Single cell transcriptomic profiling identifies molecular phenotypes of newborn human lung cells,6e00ccf7-0749-46ef-a999-dba785630d52.h5ad,5499,1,1
2f132ec9-24b5-422f-9be0-ccef03b4fe28,39778,9,lung,normal,blood;brain;intestine;kidney;liver;lung,SARS-CoV-2 receptor ACE2 and TMPRSS2 are primarily expressed in bronchial transient secretory cells,10.15252/embj.20105114,Lung,2f132ec9-24b5-422f-9be0-ccef03b4fe28.h5ad,39778,1,1
1e5bd3b8-6a0e-4959-8d69-cafed30fe814,35699,9,lung,normal;pulmonary emphysema,blood;brain;intestine;kidney;liver;lung,Emphysema Cell Atlas,10.1016/j.immuni.2023.01.032,immune cells,1e5bd3b8-6a0e-4959-8d69-cafed30fe814.h5ad,35699,1,2
4b6af54a-4a21-46e0-bc8d-673c0561a836,18386,9,lung,normal;pulmonary emphysema,blood;brain;intestine;kidney;liver;lung,Emphysema Cell Atlas,10.1016/j.immuni.2023.01.032,non-immune cells,4b6af54a-4a21-46e0-bc8d-673c0561a836.h5ad,18386,1,2
d41f45c1-1b7b-4573-a998-ac5c5acb1647,82991,8,lung,lung adenocarcinoma,blood;brain;intestine;kidney;liver;lung,HTAN MSK - Transcriptional connectivity of regulatory T cells in the tumor microenvironment informs novel combination cancer therapy strategies,10.1038/s41590-023-01504-2,Transcriptional connectivity of regulatory T cells in the tumor microenvironment informs novel combination cancer therapy strategies,d41f45c1-1b7b-4573-a998-ac5c5acb1647.h5ad,82991,1,1
43a1506b-aa9e-46a3-b288-d210f4595ddf,20475,8,lung,normal,blood;brain;intestine;kidney;liver;lung,Organoid modeling of human fetal lung alveolar development reveals mechanisms of cell fate patterning and neonatal respiratory disease,10.1016/j.stem.2022.11.013,Late tip organoid,43a1506b-aa9e-46a3-b288-d210f4595ddf.h5ad,20475,1,1
