dataset_id,cell_count,unique_cell_types,tissues,diseases,tissue_general_query,collection_name,collection_doi,dataset_title,dataset_h5ad_path,dataset_total_cell_count
120cbe1a-9434-4e23-84bd-f570ac32300c,0,0,,,blood;brain;intestine;kidney;liver;lung,Single-Cell Atlas Of Human Pediatric Liver Reveals Age-Related Hepatic Gene Signatures,10.1097/HC9.0000000000000813,Healthy pediatric and adult human liver tissue,120cbe1a-9434-4e23-84bd-f570ac32300c.h5ad,69032
12194ced-8086-458e-84a8-e2ab935d8db1,0,0,,,blood;brain;intestine;kidney;liver;lung,"Brain matters: Unveiling the Distinct Contributions of Region, Age, and Sex to Glia diversity and CNS Function",10.1186/s40478-023-01568-z,white matter - oligodendroglia,12194ced-8086-458e-84a8-e2ab935d8db1.h5ad,21968
124744b8-4681-474a-9894-683896122708,0,0,,,blood;brain;intestine;kidney;liver;lung,Single-cell transcriptomes of the human skin reveal age-related loss of fibroblast priming,10.1038/s42003-020-0922-4,Single-cell transcriptomes of the human skin reveal age-related loss of fibroblast priming,124744b8-4681-474a-9894-683896122708.h5ad,15457
1252c5fb-945f-42d6-b1a8-8a3bd864384b,0,0,,,blood;brain;intestine;kidney;liver;lung,Pathogenic variants damage cell composition and single cell transcription in cardiomyopathies,10.1126/science.abo1984,DCM/ACM heart cell atlas: Mural cells,1252c5fb-945f-42d6-b1a8-8a3bd864384b.h5ad,170281
12c3efd8-d515-42e6-b93c-4961e599d524,0,0,,,blood;brain;intestine;kidney;liver;lung,Single-cell and spatial mapping Identify cell types and signaling Networks in the human ureter,10.1016/j.devcel.2022.07.004,Adult ureter trio,12c3efd8-d515-42e6-b93c-4961e599d524.h5ad,13161
12c868c6-94df-48b5-acf2-b82f6aa14074,0,0,,,blood;brain;intestine;kidney;liver;lung,HTAN/HTAPP Broad - Spatio-molecular dissection of the breast cancer metastatic microenvironment,10.1038/s41591-024-03215-z,HTAPP-878-SMP-7149 scRNA-seq,12c868c6-94df-48b5-acf2-b82f6aa14074.h5ad,10623
13149914-ea03-4f01-8bf6-b793b667127b,1509370,12,brain,normal,blood;brain;intestine;kidney;liver;lung,Comprehensive cell atlas of the first-trimester developing human brain,10.1126/science.adf1226,All,13149914-ea03-4f01-8bf6-b793b667127b.h5ad,1665937
13b61a7d-5605-4948-ba48-02c588960143,0,0,,,blood;brain;intestine;kidney;liver;lung,Impaired local intrinsic immunity to SARS-CoV-2 infection in severe COVID-19,10.1016/j.cell.2021.07.023,Nasopharynx,13b61a7d-5605-4948-ba48-02c588960143.h5ad,32588
1405dd3e-d852-4bdd-80ad-a935eca0e78c,0,0,,,blood;brain;intestine;kidney;liver;lung,Human subcutaneous and visceral adipocyte atlases uncover classical and non-classical adipocytes and depot-specific patterns,10.1038/s41588-024-02048-3,snRNA-seq of human visceral adipose tissue - adipocytes double filtration (Scrublet & DoubletFinder) pipeline,1405dd3e-d852-4bdd-80ad-a935eca0e78c.h5ad,13964
14363b6e-3428-45b0-8704-10fd5d6316df,0,0,,,blood;brain;intestine;kidney;liver;lung,Multi-scale spatial mapping of cell populations across anatomical sites in healthy human skin and basal cell carcinoma,10.1073/pnas.2313326120,Epithelial bcc and normal_scRNAseq,14363b6e-3428-45b0-8704-10fd5d6316df.h5ad,9841
145dcf6a-2461-4fa3-a0af-7fc56db0bd33,123236,14,brain,glioblastoma,blood;brain;intestine;kidney;liver;lung,Single-cell RNA sequencing of glioblastoma cases with tissue sampled from tumor core to macroscopically normal cortex,10.1101/2023.09.01.555882,SL057,145dcf6a-2461-4fa3-a0af-7fc56db0bd33.h5ad,123236
146216e1-ec30-4fee-a1fb-25defe801e2d,0,0,,,blood;brain;intestine;kidney;liver;lung,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,10.1038/s41593-024-01774-5,Sst - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),146216e1-ec30-4fee-a1fb-25defe801e2d.h5ad,58265
1492eb6b-7d50-4c4d-94ac-c801a7d5555c,0,0,,,blood;brain;intestine;kidney;liver;lung,Molecular characterization of selectively vulnerable neurons in Alzheimer's Disease,10.1038/s41593-020-00764-7,Molecular characterization of selectively vulnerable neurons in Alzheimer’s Disease: SFG inhibitory neurons,1492eb6b-7d50-4c4d-94ac-c801a7d5555c.h5ad,7506
149b2c3f-ee11-47a7-984b-923570280bd7,301,1,brain,normal,blood;brain;intestine;kidney;liver;lung,HVS: Human variation study,10.1126/science.adf2359,SstChodl - neocortex: Human variation study (HVS),149b2c3f-ee11-47a7-984b-923570280bd7.h5ad,301
15d374d6-0dfd-4d8e-ade7-81f73dc921ee,0,0,,,blood;brain;intestine;kidney;liver;lung,Automatic cell-type harmonization and integration across Human Cell Atlas datasets,10.1016/j.cell.2023.11.026,Skeletal_muscle,15d374d6-0dfd-4d8e-ade7-81f73dc921ee.h5ad,201575
15e0ec3e-a05f-4cd8-8624-96448f5a2b58,0,0,,,blood;brain;intestine;kidney;liver;lung,Deciphering glial contributions to CSF1R-related disorder via single-nuclear transcriptomic profiling,10.1186/s40478-024-01853-5,Oligodendrocytes,15e0ec3e-a05f-4cd8-8624-96448f5a2b58.h5ad,24342
16023185-de21-4c0d-a9c8-73abdd52d142,0,0,,,blood;brain;intestine;kidney;liver;lung,Spatially organized multicellular immune hubs in human colorectal cancer,10.1016/j.cell.2021.08.003,All Cells,16023185-de21-4c0d-a9c8-73abdd52d142.h5ad,370115
171b03c9-516b-499c-a434-fa4f70191988,7156,1,brain,normal,blood;brain;intestine;kidney;liver;lung,HVS: Human variation study,10.1126/science.adf2359,L6CT - neocortex: Human variation study (HVS),171b03c9-516b-499c-a434-fa4f70191988.h5ad,7156
17e9d436-a264-4c94-a42d-48c8daf6fdd9,7750,10,blood,normal,blood;brain;intestine;kidney;liver;lung,Comparative Analysis of Commercial Single-Cell RNA Sequencing Technologies,10.1093/nar/gkae1186,10X_5-rep1,17e9d436-a264-4c94-a42d-48c8daf6fdd9.h5ad,7750
182f6a56-7360-4924-a74e-1772e07b3031,0,0,,,blood;brain;intestine;kidney;liver;lung,Human Brain Cell Atlas v1.0,10.1126/science.add7046,Dissection: Body of hippocampus (HiB) - Rostral CA1-CA3,182f6a56-7360-4924-a74e-1772e07b3031.h5ad,28724
182f8181-172b-46c3-9bc3-575bf3bce91b,0,0,,,blood;brain;intestine;kidney;liver;lung,Profiling of epithelial functional states and fibroblast phenotypes in hormone therapy-naïve localised prostate cancer,10.1101/2024.10.23.619925,Single-cell atlas of 24 hormone therapy naive localised prostate cancers -- B-cells subset,182f8181-172b-46c3-9bc3-575bf3bce91b.h5ad,706
18500fcd-9960-49cb-8a8e-7d868dc14efe,0,0,,,blood;brain;intestine;kidney;liver;lung,Human Brain Cell Atlas v1.0,10.1126/science.add7046,Dissection: Basal nuclei (BN) - Globus pallidus (GP) - External segment of globus pallidus - GPe,18500fcd-9960-49cb-8a8e-7d868dc14efe.h5ad,50830
1851b6ab-2386-40a1-8c2a-b7cd895b889e,0,0,,,blood;brain;intestine;kidney;liver;lung,Human skeletal muscle ageing atlas,10.1038/s43587-024-00613-3,Fibroblasts and Schwann cells,1851b6ab-2386-40a1-8c2a-b7cd895b889e.h5ad,20611
186c1742-7f10-424e-a1d9-87ed7c4d6024,0,0,,,blood;brain;intestine;kidney;liver;lung,Single cell RNA sequencing of the human embryonic meninges at 5-13 weeks post conception,,Neural_crest,186c1742-7f10-424e-a1d9-87ed7c4d6024.h5ad,6465
1873a18a-66fd-4a4d-8277-a872c93f5b59,0,0,,,blood;brain;intestine;kidney;liver;lung,Single-cell and spatial transcriptomics characterisation of the immunological landscape in the healthy and PSC human liver,10.1016/j.jhep.2023.12.023,All cells types from snRNA-seq of human primary sclerosing cholangitis patients and healthy controls,1873a18a-66fd-4a4d-8277-a872c93f5b59.h5ad,105780
1884e651-5f7f-4e6c-a71a-843ba272aaf4,0,0,,,blood;brain;intestine;kidney;liver;lung,HTAN/HTAPP Broad - Spatio-molecular dissection of the breast cancer metastatic microenvironment,10.1038/s41591-024-03215-z,HTAPP-812-SMP-8239 scRNA-seq,1884e651-5f7f-4e6c-a71a-843ba272aaf4.h5ad,5463
18e2a8c5-33f7-455e-a58a-b2ba6921db27,0,0,,,blood;brain;intestine;kidney;liver;lung,Single-cell roadmap of human gonadal development,10.1038/s41586-022-04918-4,Human Female,18e2a8c5-33f7-455e-a58a-b2ba6921db27.h5ad,213898
18eb630b-a754-4111-8cd4-c24ec80aa5ec,0,0,,,blood;brain;intestine;kidney;liver;lung,Tabula Sapiens,10.1126/science.abl4896,Tabula Sapiens - Lymph_Node,18eb630b-a754-4111-8cd4-c24ec80aa5ec.h5ad,129062
19053a82-9c89-4fb8-bd19-d7b1800b0b7b,10785,59,intestine,colorectal cancer;normal,blood;brain;intestine;kidney;liver;lung,Single-cell integration reveals metaplasia in inflammatory gut diseases,10.1038/s41586-024-07571-1,Extended+ - 18485 genes,19053a82-9c89-4fb8-bd19-d7b1800b0b7b.h5ad,1596200
19b21f40-db42-4a71-a0d6-913e83b17784,0,0,,,blood;brain;intestine;kidney;liver;lung,Human Brain Cell Atlas v1.0,10.1126/science.add7046,Dissection: Head of hippocampus (HiH) - Tail of Hippocampus (HiT) - Subicular cortex - Sub,19b21f40-db42-4a71-a0d6-913e83b17784.h5ad,41568
19cca385-55f4-45dd-8e62-d9e15f59e32c,0,0,,,blood;brain;intestine;kidney;liver;lung,Cellular heterogeneity and dynamics of the human uterus in healthy premenopausal women,10.1073/pnas.2404775121,Unciliated epithelial cells from integrated dataset of 20 donors,19cca385-55f4-45dd-8e62-d9e15f59e32c.h5ad,20645
19e46756-9100-4e01-8b0e-23b557558a4c,66985,9,blood,clonal hematopoiesis;normal,blood;brain;intestine;kidney;liver;lung,Multiomic Profiling of Human Clonal Hematopoiesis Reveals Genotype and Cell-Specific Inflammatory Pathway Activation,10.1182/bloodadvances.2023011445,Single Cell Sequencing of Human PBMCs in Clonal Hematopoeisis of Indeterminant Potential,19e46756-9100-4e01-8b0e-23b557558a4c.h5ad,66985
19f1bec6-eeb7-4133-accc-992d745fef89,0,0,,,blood;brain;intestine;kidney;liver;lung,Chromatin accessibility during human first-trimester neurodevelopment,10.1038/s41586-024-07234-1,Full_Dataset,19f1bec6-eeb7-4133-accc-992d745fef89.h5ad,166785
1a018108-b4b6-457b-ba15-046d5e98c169,0,0,,,blood;brain;intestine;kidney;liver;lung,Human Brain Cell Atlas v1.0,10.1126/science.add7046,Dissection: Myelencephalon (medulla oblongata) (Mo) - precerebellar nuclei (PrCbN) - inferior olive - IO,1a018108-b4b6-457b-ba15-046d5e98c169.h5ad,21534
1a2e3350-28a8-4f49-b33c-5b67ceb001f6,0,0,,,blood;brain;intestine;kidney;liver;lung,Blood and immune development in human fetal bone marrow and Down syndrome,10.1038/s41586-021-03929-x,Fetal Bone Marrow (10x),1a2e3350-28a8-4f49-b33c-5b67ceb001f6.h5ad,103228
1a38e762-2465-418f-b81c-6a4bce261c34,0,0,,,blood;brain;intestine;kidney;liver;lung,Single-cell analysis of prenatal and postnatal human cortical development,10.1126/science.adf0834,Single-cell analysis of prenatal and postnatal human cortical development,1a38e762-2465-418f-b81c-6a4bce261c34.h5ad,709372
1a434263-2aa5-4fd9-a1f3-1c4a2a8fb771,0,0,,,blood;brain;intestine;kidney;liver;lung,COVID-19 mRNA vaccine elicits a potent adaptive immune response in the absence of persistent inflammation observed in SARS-CoV-2 infection,10.1016/j.isci.2023.108572,"M cells -- CV19 infection, vaccination and HC",1a434263-2aa5-4fd9-a1f3-1c4a2a8fb771.h5ad,39766
1a7e99fe-d5b6-44d7-aa50-c6ef6ab29761,0,0,,,blood;brain;intestine;kidney;liver;lung,COVID-19 mRNA vaccine elicits a potent adaptive immune response in the absence of persistent inflammation observed in SARS-CoV-2 infection,10.1016/j.isci.2023.108572,"B cells -- CV19 infection, vaccination and HC",1a7e99fe-d5b6-44d7-aa50-c6ef6ab29761.h5ad,20407
1a974af7-8b4b-4abb-8aba-23e2979d9518,16668,1,brain,normal,blood;brain;intestine;kidney;liver;lung,HVS: Human variation study,10.1126/science.adf2359,L6IT - neocortex: Human variation study (HVS),1a974af7-8b4b-4abb-8aba-23e2979d9518.h5ad,16668
1a9f3b38-b86d-416d-bbdc-9058ad3ff42d,0,0,,,blood;brain;intestine;kidney;liver;lung,Single cell atlas of the human retinal pigment epithelium and the choroid,,snRNA-seq of human of the human retinal pigment epithelium and the choroid - fetal data included,1a9f3b38-b86d-416d-bbdc-9058ad3ff42d.h5ad,851993
1ab4ebbc-18d6-4838-89c2-cdc5b10accfb,0,0,,,blood;brain;intestine;kidney;liver;lung,Cystic Fibrosis and healthy control biopsy,10.1016/j.jcf.2025.01.016,Cystic Fibrosis and healthy control biopsies,1ab4ebbc-18d6-4838-89c2-cdc5b10accfb.h5ad,96479
1b350d0a-4535-4879-beb6-1142f3f94947,331337,31,blood;liver;lung,normal,blood;brain;intestine;kidney;liver;lung,Multimodal profiling reveals tissue-directed signatures of human immune cells altered with age,10.1038/s41590-025-02241-4,Immune aging project - all cells,1b350d0a-4535-4879-beb6-1142f3f94947.h5ad,1281499
1b52ee22-c71a-4a0f-a4d2-c1be36d0b82a,0,0,,,blood;brain;intestine;kidney;liver;lung,Comprehensive cell atlas of the first-trimester developing human brain,10.1126/science.adf1226,ClassNeuron,1b52ee22-c71a-4a0f-a4d2-c1be36d0b82a.h5ad,561754
1b767f95-d0a0-4a3d-b394-cc665d86c3dc,0,0,,,blood;brain;intestine;kidney;liver;lung,Human Brain Cell Atlas v1.0,10.1126/science.add7046,Dissection: Extended amygdala (EXA) - Bed nucleus of stria terminalis and nearby - BNST,1b767f95-d0a0-4a3d-b394-cc665d86c3dc.h5ad,34933
1b9d8702-5af8-4142-85ed-020eb06ec4f6,76407,34,blood;liver;lung,normal,blood;brain;intestine;kidney;liver;lung,Cross-tissue immune cell analysis reveals tissue-specific features in humans,10.1126/science.abl5197,Global,1b9d8702-5af8-4142-85ed-020eb06ec4f6.h5ad,329762
1c05b7ae-4dfb-4c1b-a441-4b23c04b169e,0,0,,,blood;brain;intestine;kidney;liver;lung,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,10.1038/s41593-024-01774-5,OPC - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),1c05b7ae-4dfb-4c1b-a441-4b23c04b169e.h5ad,32493
1c739a3e-c3f5-49d5-98e0-73975e751201,0,0,,,blood;brain;intestine;kidney;liver;lung,Spatial multi-omic map of human myocardial infarction,10.1038/s41586-022-05060-x,All-snRNA-Spatial multi-omic map of human myocardial infarction,1c739a3e-c3f5-49d5-98e0-73975e751201.h5ad,191795
1c9eb291-6d31-47e1-96b2-129b5e1ae64f,0,0,,,blood;brain;intestine;kidney;liver;lung,Tabula Sapiens,10.1126/science.abl4896,Tabula Sapiens - Muscle,1c9eb291-6d31-47e1-96b2-129b5e1ae64f.h5ad,46772
1c9f5c6b-73da-4d17-95de-df080ffe0df1,0,0,,,blood;brain;intestine;kidney;liver;lung,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,10.1038/s41593-024-01774-5,L6 IT Car3 - DLPFC: Seattle Alzheimer's Disease Atlas (SEA-AD),1c9f5c6b-73da-4d17-95de-df080ffe0df1.h5ad,13909
1cf24082-59de-4029-ac81-6e398768af3a,0,0,,,blood;brain;intestine;kidney;liver;lung,Human Brain Cell Atlas v1.0,10.1126/science.add7046,Dissection: Cerebral cortex (Cx) - Inferior temporal gyrus - ITG,1cf24082-59de-4029-ac81-6e398768af3a.h5ad,29522
1d54fb17-90d5-47ca-ad8d-22ab63cb5c1f,0,0,,,blood;brain;intestine;kidney;liver;lung,Single-cell integration reveals metaplasia in inflammatory gut diseases,10.1038/s41586-024-07571-1,Extended - B and B plasma cells,1d54fb17-90d5-47ca-ad8d-22ab63cb5c1f.h5ad,250094
1d89d081-f43d-401a-be76-bd6ef9259f4e,10352,18,liver,normal,blood;brain;intestine;kidney;liver;lung,Automatic cell-type harmonization and integration across Human Cell Atlas datasets,10.1016/j.cell.2023.11.026,Liver,1d89d081-f43d-401a-be76-bd6ef9259f4e.h5ad,259678
1e4214ce-7347-4ec7-97b3-fcf7c1938e8b,35954,19,lung,lung adenocarcinoma;squamous cell lung carcinoma,blood;brain;intestine;kidney;liver;lung,"Transcriptome Analysis of Archived Tumor Tissues by Visium, GeoMx DSP, and Chromium Methods Reveals Inter- and Intra-Patient Heterogeneity",10.1101/2024.11.01.621259,Lung cancer 4 patients archival FFPE samples profiling with Chromium FLEX,1e4214ce-7347-4ec7-97b3-fcf7c1938e8b.h5ad,35954
1e517707-295a-408d-809c-5b1ed4dbeda4,0,0,,,blood;brain;intestine;kidney;liver;lung,Spatially organized multicellular immune hubs in human colorectal cancer,10.1016/j.cell.2021.08.003,Myeloid cells,1e517707-295a-408d-809c-5b1ed4dbeda4.h5ad,42114
1e5bd3b8-6a0e-4959-8d69-cafed30fe814,35699,9,lung,normal;pulmonary emphysema,blood;brain;intestine;kidney;liver;lung,Emphysema Cell Atlas,10.1016/j.immuni.2023.01.032,immune cells,1e5bd3b8-6a0e-4959-8d69-cafed30fe814.h5ad,35699
1e6a6ef9-7ec9-4c90-bbfb-2ad3c3165fd1,845946,33,brain;liver;lung,lung adenocarcinoma;non-small cell lung carcinoma;squamous cell lung carcinoma,blood;brain;intestine;kidney;liver;lung,High-resolution single-cell atlas reveals diversity and plasticity of tumor-associated neutrophils in non-small cell lung cancer,10.1016/j.ccell.2022.10.008,The single-cell lung cancer atlas (LuCA) -- extended atlas,1e6a6ef9-7ec9-4c90-bbfb-2ad3c3165fd1.h5ad,1283972
1f1c5c14-5949-4c81-b28e-b272e271b672,0,0,,,blood;brain;intestine;kidney;liver;lung,Single-cell reconstruction of follicular remodeling in the human adult ovary,10.1038/s41467-019-11036-9,Single-cell reconstruction of follicular remodeling in the human adult ovary,1f1c5c14-5949-4c81-b28e-b272e271b672.h5ad,20676
1fc48734-35ee-4372-885c-95fd2674c75a,79631,1,brain,normal,blood;brain;intestine;kidney;liver;lung,HVS: Human variation study,10.1126/science.adf2359,L23IT - neocortex: Human variation study (HVS),1fc48734-35ee-4372-885c-95fd2674c75a.h5ad,79631
203025fe-fa99-4d57-81da-458ed8f0c334,0,0,,,blood;brain;intestine;kidney;liver;lung,Brain vascular single-cell multi-omics elucidates disease risk associations,,Brain vascular single-cell multi-omics elucidates disease risk associations - snRNA-seq,203025fe-fa99-4d57-81da-458ed8f0c334.h5ad,65479
20980d73-7c53-4039-b852-b76a01566d5a,0,0,,,blood;brain;intestine;kidney;liver;lung,Human Brain Cell Atlas v1.0,10.1126/science.add7046,Dissection: Cerebral cortex (Cx) - Lingual gyrus (LiG) - Primary Visual Cortex - V1C,20980d73-7c53-4039-b852-b76a01566d5a.h5ad,33484
20d87640-4be8-487f-93d4-dce38378d00f,0,0,,,blood;brain;intestine;kidney;liver;lung,Spatiotemporal immune zonation of the human kidney,10.1126/science.aat5031,Mature kidney dataset: immune,20d87640-4be8-487f-93d4-dce38378d00f.h5ad,7803
20de8570-f01a-4016-9e0d-7e2bfb43932a,0,0,,,blood;brain;intestine;kidney;liver;lung,Profiling of epithelial functional states and fibroblast phenotypes in hormone therapy-naïve localised prostate cancer,10.1101/2024.10.23.619925,Single-cell atlas of 24 hormone therapy naive localised prostate cancers -- PNS glial subset,20de8570-f01a-4016-9e0d-7e2bfb43932a.h5ad,1096
214bf9eb-93db-48c8-8e3c-9bb22fa3bc63,0,0,,,blood;brain;intestine;kidney;liver;lung,Emphysema Cell Atlas,10.1016/j.immuni.2023.01.032,AT2 cells,214bf9eb-93db-48c8-8e3c-9bb22fa3bc63.h5ad,3662
215ede73-4f67-4a72-b77e-9c3b077b6dfc,0,0,,,blood;brain;intestine;kidney;liver;lung,Molecular Signatures of Resilience to Alzheimer’s Disease in Neocortical Layer 4 Neurons,10.1101/2024.11.03.621787,Excitatory,215ede73-4f67-4a72-b77e-9c3b077b6dfc.h5ad,282930
21722308-5091-4b63-9c07-4f116ab9a7b3,135482,13,brain,glioblastoma,blood;brain;intestine;kidney;liver;lung,Single-cell RNA sequencing of glioblastoma cases with tissue sampled from tumor core to macroscopically normal cortex,10.1101/2023.09.01.555882,SL040,21722308-5091-4b63-9c07-4f116ab9a7b3.h5ad,135482
2185eb07-22e2-4209-b3c8-7111afc6aa90,0,0,,,blood;brain;intestine;kidney;liver;lung,Human Brain Cell Atlas v1.0,10.1126/science.add7046,Supercluster: Oligodendrocyte precursor,2185eb07-22e2-4209-b3c8-7111afc6aa90.h5ad,105734
218acb0f-9f2f-4f76-b90b-15a4b7c7f629,1263676,11,blood,normal;systemic lupus erythematosus,blood;brain;intestine;kidney;liver;lung,Single-cell RNA-seq reveals the cell-type-specific molecular and genetic associations to lupus,10.1126/science.abf1970,multiplexed scRNA-seq of 1.2 million PBMCs from adult lupus samples,218acb0f-9f2f-4f76-b90b-15a4b7c7f629.h5ad,1263676
2190bd4d-3be0-4bf7-8ca8-8d6f71228936,0,0,,,blood;brain;intestine;kidney;liver;lung,Human Brain Cell Atlas v1.0,10.1126/science.add7046,Supercluster: Midbrain-derived inhibitory,2190bd4d-3be0-4bf7-8ca8-8d6f71228936.h5ad,126782
21d3e683-80a4-4d9b-bc89-ebb2df513dde,246964,14,blood,COVID-19;normal,blood;brain;intestine;kidney;liver;lung,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19,10.1016/j.cell.2021.02.018,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,21d3e683-80a4-4d9b-bc89-ebb2df513dde.h5ad,246964
